,review,sentiment
8400,Awesome sound. Really value for money.READ MORE,5
8401,After using  6 months it's  not working worthless  waste product from boatREAD MORE,2
8402,Very good productREAD MORE,5
8403,Good productREAD MORE,5
8404,Good workREAD MORE,4
8405,Nice ...READ MORE,5
8406,"I'm still using the earphones its more than 1 month ,the performance of the product is best in this price range.I have no regret of  buying this product.Battery life of the earphone is also good .Continues use of this earphone will give you approx 6 hrs of battery life.READ MORE",5
8407,Very good product. Impressive bass with noise cancelling mic for call.READ MORE,4
8408,GoodREAD MORE,4
8409,Nice productREAD MORE,3
8410,Sound qaulity is good but bettry qaulity is poor..READ MORE,3
8411,Good product and brass is amazing overall superb product....!READ MORE,5
8412,Very very good quality and excellent quality product quality service and very well presentedREAD MORE,5
8413,Sound suparREAD MORE,5
8414,Over all superREAD MORE,5
8415,Not badREAD MORE,4
8416,damage productREAD MORE,1
8417,superREAD MORE,5
8418,Absolutaly  unexpected thingIt is fantastic🤘🤘READ MORE,5
8419,BADREAD MORE,3
8420,NiceREAD MORE,5
8421,Good product  👍READ MORE,5
8422,AvarageREAD MORE,1
8423,Osm BuyREAD MORE,4
8424,The bass Is aswomREAD MORE,5
8425,Not compatible to use...READ MORE,2
8426,Writing this review after using 3 months. Its totally awesome. Sound qualty battery backup connectivity everything is very good.READ MORE,5
8427,GoodREAD MORE,5
8428,One side is damaged in 3 montha onlyREAD MORE,1
8429,Best.... Sound & Bass & designREAD MORE,5
8430,But damage peace receivedREAD MORE,2
8431,NiceREAD MORE,5
8432,Fast delivery ♥️ superb quality 👌READ MORE,5
8433,Number 1 quality this productREAD MORE,5
8434,Fantastic good sound qualityREAD MORE,5
8435,Best bass boostedREAD MORE,5
8436,GoodREAD MORE,5
8437,All is good in build quality but one side speaker dead compulsory on all Bluetooth headphones so product don't buy any oneREAD MORE,1
8438,NiceREAD MORE,4
8439,Quality is good not buy for pubgREAD MORE,5
8440,Both side not working I did mail but didn't answer until  todayREAD MORE,1
8441,this product is  exlent. sound also good but money prise more cost.READ MORE,4
8442,Sound quality is awesome.READ MORE,4
8443,Awesome experience...must go for boat...READ MORE,5
8444,SuperREAD MORE,5
8445,Nic headsetREAD MORE,5
8446,Got damaged with in 6 month of use onlyREAD MORE,1
8447,NiceREAD MORE,4
8448,Nice priductREAD MORE,4
8449,ExcellentREAD MORE,5
8450,PerfectREAD MORE,4
8451,Battery power not satisfyREAD MORE,1
8452,Good ProductREAD MORE,5
8453,It's good but problem is sound it's louder not clear n when we talk to someone our mike will capture other sounds lot.And also range problem mobile should be near.I'm using this for last few months so this is it.But I love this product on his price when we go for price this is good productREAD MORE,3
8454,go for it without a second thought... 🙌READ MORE,5
8455,worst when it comes to callingREAD MORE,1
8456,NycREAD MORE,5
8457,Sound quality not goodREAD MORE,2
8458,"Worth buying,  good features also,  good battery backup and sound quality,  follow me on Instagram desai_mjREAD MORE",5
8459,NicREAD MORE,4
8460,SuperbREAD MORE,5
8461,All good but microphone doesn't cancel out surrounding noise.READ MORE,4
8462,Bass is low and battery back up is less than 5 hourREAD MORE,4
8463,Cant charge properly after 02month blutooth is not getting chargedREAD MORE,1
8464,"Was using jbl wired.. but this is awesome..This is best, go for it..READ MORE",5
8465,One of the best product I have ever used.Just go for itREAD MORE,5
8466,Good oneREAD MORE,5
8467,Don't have any noise cancellation. You will feel disturbing during call. Build quality is poorREAD MORE,1
8468,"I am using it for 8 months, the two sides are not working..READ MORE",2
8469,It is not working from 01 monthREAD MORE,1
8470,Not workingREAD MORE,1
8471,NiceREAD MORE,4
8472,Good productREAD MORE,5
8473,Awesome 👍READ MORE,5
8474,NiceREAD MORE,5
8475,Excellent qualityREAD MORE,5
8476,Nice product Good qualityGood bassREAD MORE,5
8477,NiceREAD MORE,5
8478,NiceREAD MORE,5
8479,Left side speaker stopped working.READ MORE,1
8480,Very chip productREAD MORE,1
8481,NlceREAD MORE,4
8482,SuperREAD MORE,4
8483,I like itREAD MORE,5
8484,NiceREAD MORE,5
8485,Sound goodREAD MORE,5
8486,Product damage after 6 monthREAD MORE,3
8487,"Sound quality is good but build quality is poor, I don't know why it is famous for.READ MORE",3
8488,Excellent product with good priceREAD MORE,5
8489,Worth of moneyREAD MORE,3
8490,"Not much battery capacity but okay for this price.Overall, good earphone for this priceREAD MORE",3
8491,Worst product don't buy thisREAD MORE,1
8492,NiceREAD MORE,5
8493,"Bluetooth is not working properly and unable to hear from 1 ear which got spoiled. Even though it is in warranty period, these people are not responding to the query to resolve the issue. Really fed up with this.READ MORE",2
8494,Excellent soundsREAD MORE,5
8495,Even after fully charged it stays only upto 4hrs. Plus if u use only one earphone the volume is too lowREAD MORE,3
8496,Nice product very good sound quality 👌READ MORE,5
8497,Vocal are really clear and bass is super punchy. Overall great headset only problem with wired Wired is little longREAD MORE,5
8498,It was not working after a month and also not able to do warranty claim it very tough to claimREAD MORE,1
8499,Very nice ...READ MORE,5
8500,GoodREAD MORE,5
8501,A1👌READ MORE,4
8502,AwsammmREAD MORE,5
8503,Good infact very good headset for music. Not recommended for gaming thoughREAD MORE,4
8504,As usual boat... Class productREAD MORE,5
8505,"Super,excellent product and super bass,true wireless.the battery back up is very superREAD MORE",4
8506,"Product is nice, good sound qualityREAD MORE",4
8507,A great value for money for a great purchase.READ MORE,5
8508,"Good in sound quality, Easy to hold around your neck. I suggest to buy.READ MORE",5
8509,GoodREAD MORE,5
8510,Nice productREAD MORE,4
8511,AwsomeREAD MORE,5
8512,GoodREAD MORE,4
8513,I purchased 3 months back right side bud not working no sound I need replacement please help meREAD MORE,1
8514,If You want to buy go for it.READ MORE,4
8515,Very good productREAD MORE,5
8516,Nyc sound qualityREAD MORE,4
8517,super niceREAD MORE,5
8518,It is niceREAD MORE,5
8519,awesome productREAD MORE,5
8520,Good soundREAD MORE,4
8521,After 6 month one side not working when I submit a form on boat website they just give me ticket no. And nothing else I have still faulty productREAD MORE,1
8522,i recived old copy..... nd I think it was usable...... very unsatisfied with this product..... this is unexpectedREAD MORE,2
8523,NiceREAD MORE,4
8524,what an amazing prdt proud to buy itREAD MORE,5
8525,Great one...jst loved it.READ MORE,5
8526,Good qualityREAD MORE,3
8527,Good productREAD MORE,4
8528,I got The Right Product. There's no problem in The product yet. I am using since 8 days..The Problem is Just in the Courier Service That is EKART LOGISTICS they act like nuisance. Just they think that they are the boss. The product was Delivered to me 1 day before the promised date but it was Delivered Rudely...........READ MORE,5
8529,very niceREAD MORE,4
8530,Best budget headsetREAD MORE,5
8531,One year of usage no issues still using every day... battery life also very good must buy productREAD MORE,4
8532,Good qualityREAD MORE,5
8533,Nice productDeep bass..READ MORE,4
8534,Good sound quality....& Thanks to Flipkart.READ MORE,4
8535,Nice oneREAD MORE,5
8536,OkREAD MORE,2
8537,Sound quality best nd best earphoneREAD MORE,5
8538,Good one I like itREAD MORE,5
8539,What an amazing product it is!Thanks Flipkart for the before delivery!READ MORE,5
8540,quality was good ...Base was Good ..packaging are good..READ MORE,5
8541,Average productREAD MORE,4
8542,ComfortableREAD MORE,5
8543,Super BassVery nice productsREAD MORE,5
8544,Sound quality is vary good 10/10I like it😘READ MORE,5
8545,I'm not able to connect in my phone i.e. redmi note 5 proREAD MORE,5
8546,Sounds quality is not goodREAD MORE,3
8547,Great product and no hesitation to say well done flipkart.READ MORE,5
8548,Good Nd best headsets 😎READ MORE,5
8549,Very good product and I am very happyREAD MORE,5
8550,Good itemREAD MORE,4
8551,Nice sound qualityREAD MORE,5
8552,"Superb , playing hrs shuld b at least 10 hrs, happy to use it ,highly recommendREAD MORE",5
8553,Worst build quality. One of the side stopped working just after 1 month of buyingREAD MORE,1
8554,Its very awesome earphone really base and sound quality awsomeREAD MORE,5
8555,GoodREAD MORE,5
8556,GoodREAD MORE,5
8557,"Sound quality is good , however microphone  connection with connected devices interrupts during calls , which create trouble for handling calls.READ MORE",3
8558,So cool osm product on this price its best to one pluseREAD MORE,4
8559,Ok okREAD MORE,3
8560,It is very useful and comfort in sleeping position also it's goodREAD MORE,5
8561,Nice oneREAD MORE,4
8562,"worth to buy, excelente product in this price range, it's amazingREAD MORE",4
8563,Very handy designREAD MORE,5
8564,This ear phones is aa best for gameing and etcREAD MORE,5
8565,One side stop working after few monthsREAD MORE,1
8566,Nice product but the bass is low and charge is getting down very fast otherwise asome headset thank you flipkart....READ MORE,5
8567,Worth for mrpREAD MORE,5
8568,This product is so good..READ MORE,5
8569,IT'S AN EXCELLENT PRODUCT!!!A PERFECT BUY!!!U WILL BE SATISFIED!!!😍😍😍🥰🥰🥰READ MORE,5
8570,It has stopped working nowREAD MORE,1
8571,Good &ExcellentREAD MORE,1
8572,It's awesome a product worth for moneyREAD MORE,5
8573,badREAD MORE,1
8574,NycREAD MORE,4
8575,"Super, excellent ,all work super, best Indian brand but made in chinaREAD MORE",5
8576,Battery life is patheticREAD MORE,2
8577,Good for any brand.READ MORE,5
8578,Bass is really awesome but mid-range and vocals are sightly compressed.READ MORE,3
8579,NiceREAD MORE,5
8580,Perfect product for college students and officer class has a good battery backupREAD MORE,5
8581,Wonderful product... must buyREAD MORE,5
8582,Stopped working in 4  monthsREAD MORE,1
8583,"Awesome 😍I am fan of this boAt products range,Add one more in my collection 👍Worth it in all things...READ MORE",5
8584,Not working after 2 monthsREAD MORE,1
8585,very good earphoneREAD MORE,5
8586,Good product and good serviceREAD MORE,5
8587,Battery backup could be better.READ MORE,4
8588,Sound quality is very goodREAD MORE,3
8589,ExcellentREAD MORE,5
8590,"Don't purchese product is extremely bad , totally wats of money is damaged  after few days , Very poor quantity pls pls not buy this product 🙏🙏READ MORE",1
8591,Very badREAD MORE,1
8592,FantasticREAD MORE,5
8593,Awesome headphone..READ MORE,5
8594,Awesome product at these price point.READ MORE,4
8595,"Nice product, worth to buyREAD MORE",5
8596,It does work for 6 months not more than that for most of it head set.  Do not buyREAD MORE,2
8597,Super....READ MORE,5
8598,Sound quality is very good.READ MORE,4
8599,niceREAD MORE,5
8600,Sould best but battery life badREAD MORE,2
8601,Osm product boat rockerzAnd very fast deliverd flipkartREAD MORE,5
8602,This is not a good product don't buyREAD MORE,1
8603,very good  product for music listeners and for online classesREAD MORE,5
8604,Very NiceREAD MORE,5
8605,Osm product love itREAD MORE,5
8606,Sound quality is amazing as well as Bass quality awesome..READ MORE,5
8607,"Nice, using from last 4 months. No isdues.READ MORE",4
8608,"I am using boAt normal earphone  from February and still its working , Then i purchased this the bluetooth one , Ear phone of boAt, was excelent, dont worry about the battery it was also long lasting, ThankyouREAD MORE",5
8609,good quality productsREAD MORE,4
8610,Nice Earphones with gud sound Quality and Bass. Feel free to connect it with your phone and Enjoy music and Calls.READ MORE,5
8611,"Good quality earphone, recommended for the purchaseREAD MORE",5
8612,GoodREAD MORE,5
8613,Excellent Sound Quality. Mic Noise Cancellation has to be improved. Receiver pointed out of too much Background Noise.READ MORE,3
8614,Sound and bass quality is very good...I love boat...READ MORE,5
8615,Overall sound quality is too good also bass bass is very good. Designe is normal quality but power backup ls not not good.READ MORE,4
8616,best product in this range you can go for it as soon as possibleREAD MORE,5
8617,bad batteryREAD MORE,1
8618,Very nice productREAD MORE,5
8619,The bluetooth headset is very good as per price and u get a decent sound qualityREAD MORE,5
8620,GoodREAD MORE,5
8621,Right side is not working after 6 month use.READ MORE,1
8622,I'm writing this review using after  50 daysSound:- 4.5/5Bass:- 3/5Battery backup:- 4/5Overall Nice oneREAD MORE,4
8623,AwesomeREAD MORE,5
8624,Awesome product 👌READ MORE,5
8625,"Build quality is very bad, within 3 month it's been deadREAD MORE",1
8626,It's just awesome...no word for this..wear it feel it...I am fully satisfied..READ MORE,5
8627,goodREAD MORE,5
8628,GoodREAD MORE,4
8629,Excellent workingREAD MORE,5
8630,GoodREAD MORE,5
8631,Nice product....value for money.Good for using while doing exercises.READ MORE,4
8632,Good productREAD MORE,3
8633,Nice and good quality 👍👍🙏READ MORE,4
8634,Good productREAD MORE,4
8635,My Bluetooth is not working.. Unable to find any helpREAD MORE,1
8636,BestREAD MORE,5
8637,best productREAD MORE,5
8638,Everything is fyn but the range of Bluetooth connectivity isn't good enoughREAD MORE,4
8639,"within 3months from the date of purchase my mic stops working while calling , the recipients of my call are not able to listen my voice, this is extremely disappointing. kindly address my issue asap.READ MORE",1
8640,"A very good choice for BASS lovers.Vocals aren't that great but considering the price bracket, its fine .Awesome Battery life. Comfortable and doesn't feel heavy..The audio latency is also very low, hence making it good for gaming too.READ MORE",4
8641,BestREAD MORE,5
8642,Its a good headphoneBattery drain very quick when its on 60%For long use its can pain your earsREAD MORE,4
8643,"I have ordered it on Oct'19 n within 4 months it stopped working. At this price range you can go for  Boult Audio ProBass, Mi Sports Bluetooth Earphone.READ MORE",1
8644,Life is too short left side ear 4 months right side another 2 months with in 6 months gone now it is not workingREAD MORE,3
8645,WorthREAD MORE,5
8646,It is a value for money product.great sound quality.and crystal clear sound.call quality is good.READ MORE,5
8647,Very gud product...Must buy.READ MORE,4
8648,Awesome product I really loved itREAD MORE,5
8649,Nice product but it's price is very dynamic..I had purchased at 1399/- some of my friends bought the same at 1100/ also from Flipkart... sound is more fine than expected..but some time it's buds doesn't easily fit in your ears.READ MORE,4
8650,GoodREAD MORE,5
8651,go for itREAD MORE,5
8652,Good product as per price rangeREAD MORE,5
8653,The boat rockers Bluetooth is a perfect headset..This one is very user-friendly and very good backup.READ MORE,5
8654,Superb product 👌READ MORE,4
8655,Not badREAD MORE,4
8656,"9c product,,,,,,and good sound quality,,, i love thisREAD MORE",5
8657,best 1READ MORE,4
8658,Good sound one of the best productREAD MORE,5
8659,Awesome product..Connected with my samsung android tvREAD MORE,5
8660,Looking to Beautiful.READ MORE,5
8661,I brought this just 2 months ago now one side of this ear phone is not working...boat loses its popularity by making such poor quality productsREAD MORE,1
8662,Must buy this product..😄READ MORE,5
8663,sexyREAD MORE,5
8664,There is some volume problem  automatically decrease the sound in play time just like low quality headset automatically down the volume after connection the diviceREAD MORE,3
8665,very bad not worthycompletely utter waste product battery backup reduced and automatically switched off while using time no one is responding to clear complaint don't buy itREAD MORE,1
8666,60 present in downREAD MORE,2
8667,GoodREAD MORE,4
8668,Very niceREAD MORE,5
8669,Sounds good enough for music lover'sREAD MORE,5
8670,"Felt awesome while using this. Battery backup could have a bit more, and charging time a bit less. But, cannot complain anyway. I am an avid boAt fan! Buy this, you would not regret it!READ MORE",5
8671,Osm soundsREAD MORE,4
8672,Best bluetooth headset maza aa gya bcREAD MORE,5
8673,My earphone battery performance has dropped significantly just after 3 months of buying the productREAD MORE,3
8674,I have  purchaed it and it has been damaged within 1month.Bad product.READ MORE,1
8675,Amazing workREAD MORE,5
8676,Good product to buyREAD MORE,4
8677,Nys but bass is very high 🤦🤦READ MORE,4
8678,GOOD SOUND QUALITYREAD MORE,5
8679,Sound quality À1READ MORE,5
8680,Very good headphoneREAD MORE,5
8681,Phone sound quality is too badREAD MORE,3
8682,i got deffective pieceREAD MORE,1
8683,GoodREAD MORE,5
8684,Simple and classicREAD MORE,5
8685,GoodREAD MORE,5
8686,Its not been year and volume of sound got liw and lesft ear bud is not working properlyREAD MORE,3
8687,Good product Good design Bass is awsome🔥🔥💯READ MORE,4
8688,NYC designe & osm product battery 🔋 backup osmREAD MORE,5
8689,this headphones contains lot of good experience they have good sound quality and good design also.READ MORE,4
8690,Very niceREAD MORE,5
8691,Awesome Sound Quality And Superb Bass!! 2 Days Delivery Thanks Ekart FlipkartREAD MORE,5
8692,GoodREAD MORE,5
8693,Nice QUALITYREAD MORE,5
8694,According to price when it available in 999. This product is good.READ MORE,3
8695,NiceREAD MORE,5
8696,"While gaming,it has some delay in sounds. Battery drains out too fastREAD MORE",4
8697,Headphones not working properlyREAD MORE,2
8698,"One Ear stopped working after 6 months, don't buy thisREAD MORE",1
8699,"Amazing product by Boat,It's excellent work.READ MORE",5
8700,Sound quality is good and awesome bass love itREAD MORE,5
8701,Battery drain fast ony 3hrs runningREAD MORE,5
8702,Very niceREAD MORE,5
8703,Battery backup is poorREAD MORE,1
8704,GoodREAD MORE,3
8705,Very Nice Product and Thank U Flipkart.....!READ MORE,4
8706,God hobREAD MORE,5
8707,Excellent productsREAD MORE,5
8708,Standard qualityREAD MORE,5
8709,Rocking ....READ MORE,5
8710,AwesomeREAD MORE,5
8711,SuperREAD MORE,5
8712,GoodREAD MORE,5
8713,Stopped working within 2 months. It wasn't getting charged.READ MORE,1
8714,Can't get more in this price....... bought for 1.5 kREAD MORE,5
8715,Very good. Must buyREAD MORE,5
8716,Gud for useREAD MORE,5
8717,Very good product on this priceREAD MORE,4
8718,ChangingREAD MORE,5
8719,one side is not workingREAD MORE,1
8720,Weast productREAD MORE,1
8721,Boat rockerrz is having some issue with wire connector one of my ear bud is not functioning....I was like what it's just been three months and I lost sound ear bud when I tried to fix it got worse ......please don't buy this product go for better ones....READ MORE,1
8722,NiceREAD MORE,4
8723,It has workd only for 3 mnths......worst product.buyed with high expectations but waste of money....now it is not working and kept return....READ MORE,1
8724,Don't Buy this product. After 3 month slowly his speakers sound star decreasing. And after some time you will not able to hear anything.READ MORE,1
8725,Nice product in this price....READ MORE,5
8726,"Awesome product, i give 10/10 to this product....READ MORE",5
8727,Product is good but after 3 months stop working and nobody can taken seriously for warranty..READ MORE,2
8728,Its having awesome sound qualityREAD MORE,5
8729,Good nice productREAD MORE,4
8730,Just awesomeREAD MORE,5
8731,BadREAD MORE,1
8732,Had been collapsed after  two month.. Worst product from boAtREAD MORE,1
8733,Very bed quality only 3 months use both side ear ph not working rplacement not done.after 2 month received new ear ph but some feuture change not auto connected  and not automatic switch off not show voice baar high and low in mobile display total worst replacement boat not goodREAD MORE,1
8734,BestREAD MORE,5
8735,"The headphones are good,but the sound was bit more wantedREAD MORE",5
8736,Super'b 👌READ MORE,5
8737,Not able to download invoiceREAD MORE,1
8738,This product found is uselessness no charging and song in one's side onlyREAD MORE,1
8739,Awesome productREAD MORE,5
8740,"Not worth the money in terms of durability, After using of 5 months one ear bud started to not perform and after 1 month the 2nd bud got effect with the same .READ MORE",2
8741,Super productREAD MORE,5
8742,Wonderful base and excellent soundREAD MORE,5
8743,Nice product in low budget 👍READ MORE,5
8744,GreattREAD MORE,5
8745,Right side not work properREAD MORE,1
8746,Very very nice........so i am lucky..... thanks flipkartREAD MORE,5
8747,"I received a old product which is not working , Bluetooth not workingREAD MORE",1
8748,Superb ....I love it....READ MORE,5
8749,"It's a worst product, I aver used.my money goes west on this product.i throught it's a brand,but it's a west product.first 3 month is but after that it loss it's sound quality and stop working.READ MORE",1
8750,quality best bt desingn may be improveREAD MORE,5
8751,SatisfiedREAD MORE,5
8752,Received old product. Not evening working. I think they are selling old stock product. Don't buy this.READ MORE,1
8753,I loved it! Its working nicely but suddenly one side stopped working! What should I do now?READ MORE,3
8754,"Superb, with good battery backup...READ MORE",5
8755,One Earpiece not after 5 me nths of useageNO VISIBLE CRACKS OR DAMAGEREAD MORE,2
8756,superbbbREAD MORE,5
8757,GoodREAD MORE,3
8758,superREAD MORE,5
8759,GoodREAD MORE,5
8760,GoodREAD MORE,4
8761,Just few months after left ear speaker not working please give response very bad experience by flipkartREAD MORE,1
8762,Good quality 👍💪👍👌👍READ MORE,5
8763,"Very horrible experience , it stopped working after 2 months of purchase.READ MORE",1
8764,Theatre like soundREAD MORE,5
8765,AMAZINGREAD MORE,5
8766,Too longer in neckREAD MORE,4
8767,Super quality product my boAt rockerz 4month running no problem running time amazing i love this.READ MORE,5
8768,Not working wasteREAD MORE,1
8769,Simply awesomeREAD MORE,5
8770,Charging slot got dislocated from the headphones within a yearREAD MORE,3
8771,Not worth as per price. Within 2 months earphones problems arrises. Should not to be this productREAD MORE,1
8772,Speechless..mind blowing packageREAD MORE,5
8773,very goodREAD MORE,4
8774,Amazing Sound quality. Battery back up is quite good.READ MORE,5
8775,Value for money products. Great soundREAD MORE,4
8776,Best one...READ MORE,5
8777,Quality product and good sound thanks flipkart and boatREAD MORE,5
8778,"Better productBut charging once reached to 80% ,then fastly consumeREAD MORE",4
8779,Iam Not happy to purchase this Product if any how possible to exchange ya return my this product... Plzzz try to understand..READ MORE,1
8780,good but ears strip not comfortableREAD MORE,4
8781,SatisfiedREAD MORE,5
8782,It is not working within three month. worst experience.READ MORE,1
8783,It's fabulous headset ..it's my favoriteREAD MORE,5
8784,perfect bass and best battery life. it designed very attractive. I liked it so much.Thanku Flipkart 😊😊READ MORE,5
8785,Sound is very nice but  after using 5minit ear start paintingREAD MORE,4
8786,Aswesome productREAD MORE,5
8787,Very nice. Really enjoying while usingREAD MORE,5
8788,Nice audio qualityLoved the productREAD MORE,5
8789,Awesome 👍READ MORE,5
8790,Very good qualityREAD MORE,4
8791,Battery backup so goodREAD MORE,4
8792,OkokREAD MORE,4
8793,Awesome productREAD MORE,5
8794,GoodREAD MORE,4
8795,NiceREAD MORE,3
8796,GoodREAD MORE,5
8797,It was awesomeREAD MORE,5
8798,Best earphoneREAD MORE,5
8799,After using it for 5 months. It suddenly stopped working.7 out of 10 are having the same problem. Don't go for this one.READ MORE,2
8800,OkREAD MORE,4
8801,"If you are planning to use this to attend calls and record voice clips, think better. It captures surrounding voices to the point that your voice gets drowned out. But if you are just a music addict looking for good quality sound experience, this is it.READ MORE",4
8802,Sound quality is good. But during call mic don't works properly.READ MORE,3
8803,Best productREAD MORE,5
8804,Headset is awesome no doubt and at last Boat is a trusted manufacturer. But this model didn't last for 5 months as well. One ear plug started not working. So I'm totally disappointedREAD MORE,5
8805,Osm products. Value for money.READ MORE,5
8806,awesomeREAD MORE,4
8807,very nice ....READ MORE,4
8808,Used for 6 months Good sound Awesome bassAverage battery backupBut quality of wires not up to the mar stop running without and damageREAD MORE,4
8809,Excelent...READ MORE,5
8810,Super product good 👍👌READ MORE,5
8811,excellent product.It is absolutely mind blowing sound experience.🤞🤞👌READ MORE,5
8812,WonderfulREAD MORE,5
8813,OkREAD MORE,4
8814,Awesome soundREAD MORE,5
8815,Wonderful bess .......sound alsoREAD MORE,4
8816,Best Earphones too buyREAD MORE,5
8817,Nice productREAD MORE,5
8818,SuperbREAD MORE,5
8819,Suparrrrr qualityREAD MORE,5
8820,Nice quality... Sound quality is isVery nice... Value for moneyREAD MORE,5
8821,Amezing productREAD MORE,5
8822,very hopeful product...nice listening voice......READ MORE,4
8823,Right side earpiece is not working and no return option showingREAD MORE,1
8824,Great experienceREAD MORE,5
8825,One side stopped working after six months use..READ MORE,1
8826,Nyc sound quality awesomeREAD MORE,5
8827,Nce product .Value of 💰READ MORE,5
8828,Nice product.. easy and comfortable to use...READ MORE,5
8829,best wireless in this priceREAD MORE,5
8830,Everything about this product is amazingREAD MORE,5
8831,Not a good product lest side earpiece stop working after 2 months of useREAD MORE,2
8832,Voice Auto disconnect when callingREAD MORE,2
8833,SuperbREAD MORE,5
8834,Very niceREAD MORE,5
8835,Sound quality is good but battery life is very low.READ MORE,3
8836,Nice productREAD MORE,5
8837,Nice 👍👍READ MORE,5
8838,Power button issue within two days from the date of delivery. Worst product and not worth for money.READ MORE,1
8839,Good productREAD MORE,5
8840,Poor bettrey & in normal switch phones not attached want replacementREAD MORE,2
8841,AwesomeREAD MORE,5
8842,Good.. But little expensiveREAD MORE,4
8843,As always Boat you rocked ! ThankuuREAD MORE,5
8844,Nice product😍😍READ MORE,5
8845,Not good nd not badREAD MORE,4
8846,Nice one with best battery backupREAD MORE,5
8847,Preeti ko goodREAD MORE,5
8848,Can look for something else in this price range..if not found other option then can go for it..not so bad..READ MORE,3
8849,It's sound quality just osm .READ MORE,1
8850,it's one ear piece stopped working after a weekunhappy with the purchaseREAD MORE,1
8851,Nice productREAD MORE,4
8852,Awesome... QualityREAD MORE,5
8853,Awesome quality.READ MORE,5
8854,Purchasing after 6 month sound coming only one sideREAD MORE,2
8855,Best productREAD MORE,4
8856,thnks for the fast Service..READ MORE,5
8857,"Sounds good..,👍But small noise created.READ MORE",3
8858,sound problemREAD MORE,2
8859,Superb thanks boat Rockers after tried with Samsung Bluetooth earset...READ MORE,5
8860,I year polum use cheyan pattila .READ MORE,3
8861,Average productsREAD MORE,4
8862,I had an issue with this itemREAD MORE,5
8863,1.Sometimes headset getting disconnected automatically2.Battery back up below 80%  draining rapidly.3.Design quality is very bad.READ MORE,2
8864,"Better product ,high quality sount effect,Awesome sound experience 💯👌READ MORE",5
8865,AwesomeREAD MORE,5
8866,GoodREAD MORE,4
8867,Just wow🔥READ MORE,4
8868,I completed using 5 months sound is good battery is ok but now it is not working ☹️😞 only 5 monthREAD MORE,1
8869,Its very niceREAD MORE,4
8870,One of the best bluetooth headphone avilable nowREAD MORE,5
8871,"Sound quality is very poor compared to earphones at this price range , moreover the magnet between 2 ear piece is very weak.READ MORE",3
8872,Waste of money .Iam not satisfied in this productREAD MORE,1
8873,Just okREAD MORE,2
8874,Awesome 🤘🤘🤘READ MORE,4
8875,Good products.. Should purchase itREAD MORE,5
8876,"Bad product, Stopped working abruptly after 40 days, Totally wastage of money, Just go for wired headset, BT is nonsenseREAD MORE",1
8877,It cannot be used after 6 monthsREAD MORE,2
8878,goodREAD MORE,4
8879,Not for rough usersREAD MORE,1
8880,goodREAD MORE,5
8881,"Ultimate effect. Go with this product, Worth to buy it.READ MORE",5
8882,bestREAD MORE,5
8883,Nice productREAD MORE,5
8884,"Most statusfied head phones of my life,really the sound is so clear,and the bass just awesome ..overfall value for moneyREAD MORE",5
8885,Good sound quality but battery backup is lessREAD MORE,4
8886,Love this product from boat ❤️READ MORE,5
8887,It's been few months now and quite good till now..Only disadvantage is that no proper noise cancellation.READ MORE,4
8888,nice 😍READ MORE,5
8889,Mostly i like the boat rockerz 255f because the sound quality is very awesome.No doubt to buy this product.READ MORE,5
8890,GraetREAD MORE,5
8891,It is good if you want to listen to music or talk wen u r alone.. Bt its very difficult to speak wen there is sound in u r surrounding as the surrounding sound will be heard moreREAD MORE,3
8892,Awesome bass and built quality 👌👌👌👌READ MORE,5
8893,The Bluetooth radiation is too much. I got chronic neck pain and had to discontinue use.READ MORE,4
8894,Cheap quality plastic and rubber used. Becomes sticky after 4 to 5 months of use.READ MORE,1
8895,Good product...value for money....READ MORE,5
8896,Very bad experience with flipkart...I am not able to hear the persons voice and even they can't hear me properly in this headset..READ MORE,1
8897,GoodREAD MORE,4
8898,Very good👍👍👍👍READ MORE,5
8899,Good dealREAD MORE,3
8900,Very bad product got spoilt within 3 months of purchase. Very bad quality product by flipkart. I highly recommend people not to buy itREAD MORE,1
8901,Best in class productREAD MORE,5
8902,Sound quality good but only I use 2months after is not working waist pls don't buy thisREAD MORE,1
8903,Good Practicality. Rough use. Durable.Multiple connectivity. But Less battery backup.READ MORE,5
8904,Best Ear PhonesREAD MORE,5
8905,NiceREAD MORE,5
8906,One of the best headset I have ever used....READ MORE,5
8907,Best Value for Money...READ MORE,5
8908,Not workREAD MORE,1
8909,Nice ProductREAD MORE,5
8910,AwesomeREAD MORE,4
8911,BadREAD MORE,2
8912,After 5 months of use its charging point have stop working.READ MORE,3
8913,Its goodREAD MORE,4
8914,Awesome product..great bass and good notice cancellationREAD MORE,5
8915,BestREAD MORE,3
8916,OsmmmREAD MORE,5
8917,1 year usage review. The only negative is its mic. Different voice heard for the receiver. We need to loud our voice to hear clearlyREAD MORE,4
8918,Really awesome go for itREAD MORE,4
8919,One side is not working.. I used earphone carefully still damage..READ MORE,1
8920,While talking some unusual sound is coming...READ MORE,1
8921,Very bad quality I already used only 4 month.READ MORE,1
8922,Good bluetooth headphonesREAD MORE,4
8923,Nice headset with reasonable price.Sound quality and bass is very good 👌Battery backup is also okay.READ MORE,5
8924,Best bass good sound quality pretty battery backup....READ MORE,4
8925,It's noise ableREAD MORE,5
8926,AwesomeREAD MORE,5
8927,price is  high  but it is goodREAD MORE,5
